A,10.1.10.1,tlinux1
A,10.1.10.2,tlinux2
A,10.1.10.3,tlinux3
A,10.1.10.4,tlinux4
A,10.1.10.5,tlinux5
A,10.1.10.6,tlinux6
A,10.1.10.7,tlinux7
A,10.1.10.8,IP-10-8
A,10.1.10.9,IP-10-9
A,10.1.10.10,tlinux10
A,10.1.10.11,tlinux11
A,10.1.10.12,IP-10-12
A,10.1.10.13,IP-10-13
A,10.1.10.14,tlinux14
A,10.1.10.15,tlinux15
A,10.1.10.16,tbsd1
A,10.1.10.17,tbsd2
A,10.1.10.18,tbsd3
A,10.1.10.19,IP-10-19
A,10.1.10.20,tbsd5
A,10.1.10.21,tbsd6
A,10.1.10.22,tbsd7
A,10.1.10.23,tbsd8
A,10.1.10.24,tbsd9
A,10.1.10.25,tbsd10
A,10.1.10.26,tbsd11
A,10.1.10.27,tbsd12
A,10.1.10.28,tbsd13
A,10.1.10.29,tbsd14
A,10.1.10.30,IP-10-30
A,10.1.10.31,IP-10-31
A,10.1.10.32,IP-10-32
A,10.1.10.33,IP-10-33
A,10.1.10.34,IP-10-34
A,10.1.10.35,tmail1
A,10.1.10.36,tmail2
A,10.1.10.37,tmail3
A,10.1.10.38,tmail4
A,10.1.10.39,tmail5
A,10.1.10.40,IP-10-40
A,10.1.10.41,IP-10-41
A,10.1.10.42,IP-10-42
A,10.1.10.43,tccredis1
A,10.1.10.44,twwwdb1
A,10.1.10.45,IP-10-45
A,10.1.10.46,tccws1
A,10.1.10.47,IP-10-47
A,10.1.10.48,tgitlabrunner1
A,10.1.10.49,IP-10-49
A,10.1.10.50,IP-10-50
A,10.1.10.51,tcsrdr1
A,10.1.10.52,IP-10-52
A,10.1.10.53,IP-10-53
A,10.1.10.54,IP-10-54
A,10.1.10.55,IP-10-55
A,10.1.10.56,IP-10-56
A,10.1.10.57,IP-10-57
A,10.1.10.58,IP-10-58
A,10.1.10.59,IP-10-59
A,10.1.10.60,IP-10-60
A,10.1.10.61,cent1
A,10.1.10.62,cent2
A,10.1.10.63,cent3
A,10.1.10.64,cent4
A,10.1.10.65,cent5
A,10.1.10.66,IP-10-66
A,10.1.10.67,IP-10-67
A,10.1.10.68,IP-10-68
A,10.1.10.69,IP-10-69
A,10.1.10.70,IP-10-70
A,10.1.10.71,tldaps1
A,10.1.10.72,tldaps2
A,10.1.10.73,tldaps3
A,10.1.10.74,tldaps4
A,10.1.10.75,IP-10-75
A,10.1.10.76,IP-10-76
A,10.1.10.77,IP-10-77
A,10.1.10.78,IP-10-78
A,10.1.10.79,IP-10-79
A,10.1.10.80,IP-10-80
A,10.1.10.81,IP-10-81
A,10.1.10.82,IP-10-82
A,10.1.10.83,IP-10-83
A,10.1.10.84,IP-10-84
